"post_id","Page.Likes.at.Posting","Likes","Comments","Shares","Love","Wow","Haha","Sad","Angry","Thankful","Post.Views","Total.Views","language","plurality","unigrams_total","gna_unigrams","lna_unigrams","bigrams_total","gna_bigrams","lna_bigrams","post_date","page_id"
1,128122,27195,5824,12101,3014,109,968,55,85,0,509076,1334436,"arabic","Egypt",15,0,1,7,0,0,2019-04-18,357
2,7503744,16648,2298,6065,437,177,899,92,883,0,1940728,2150663,"arabic","Qatar",39,0,1,13,0,0,2019-04-05,1204
3,129875,6609,1175,3012,192,36,860,12,15,0,365806,618220,"arabic","Libya",31,0,2,11,0,0,2019-04-08,1261
4,23160301,4070,793,1436,35,120,77,65,657,0,0,0,"arabic","Qatar",29,0,0,13,0,0,2019-04-07,58
5,13249868,10956,2610,1400,273,32,474,16,107,0,727579,746212,"arabic","Location hidden",17,0,0,10,0,0,2019-04-08,850
6,6546263,1563,353,1321,13,34,753,154,69,0,0,0,"arabic","Tunisia",29,0,0,17,0,0,2019-03-31,455
7,15052797,4674,345,902,166,32,144,7,89,0,0,0,"arabic","Russia",11,0,0,5,0,0,2019-04-24,548
8,10856206,3503,521,790,154,9,217,7,26,0,0,0,"arabic","Egypt",29,0,1,12,0,0,2019-04-04,952
9,385086,1645,298,774,282,13,110,3,1,0,0,0,"arabic","Algeria",36,0,0,16,0,0,2019-04-06,700
10,23160301,1778,459,752,18,25,66,24,213,0,73587,88247,"arabic","Qatar",10,0,0,7,0,0,2019-04-07,58
11,4934906,10685,1140,693,49,46,341,18,556,0,0,0,"arabic","Location hidden",36,0,0,13,0,0,2019-04-12,112
12,13252513,2978,471,672,227,10,98,5,7,0,160114,186899,"arabic","Qatar",12,1,0,3,0,0,2019-04-07,1252
13,216425,169,17,623,3,0,4,1,0,0,3671,18459,"arabic","Tunisia",17,0,0,8,0,0,2019-04-08,40
14,13258630,1568,299,609,94,4,63,7,3,0,58088,66480,"arabic","Qatar",12,0,0,7,1,0,2019-04-10,1252
15,2095195,607,88,607,3,7,33,11,70,0,0,0,"arabic","Qatar",31,0,0,14,0,0,2019-04-16,864
16,3165220,1022,427,595,11,66,266,17,47,0,0,0,"arabic","Tunisia",21,0,2,8,0,0,2019-04-06,569
17,4941071,9550,525,592,44,40,253,13,100,0,0,0,"arabic","Location hidden",37,0,0,17,0,0,2019-04-14,112
18,814441,683,139,591,17,23,9,7,27,0,71622,78626,"arabic","Tunisia",17,0,0,5,0,0,2019-04-14,424
19,23190718,1582,301,591,12,15,16,35,233,0,122976,133594,"arabic","Qatar",19,0,0,15,0,0,2019-04-26,58
20,1184091,6255,2285,587,19,378,93,918,199,0,0,0,"arabic","Libya",49,0,0,21,0,0,2019-04-14,1455
21,12075207,6664,478,577,519,34,150,30,13,0,0,0,"arabic","Location hidden",14,0,0,7,0,0,2019-04-06,1104
22,2104820,2643,474,571,29,41,74,147,247,0,0,0,"arabic","Qatar",27,0,0,10,0,0,2019-04-28,864
23,12076469,4575,602,562,61,49,197,93,807,0,0,0,"arabic","Location hidden",22,0,0,11,0,0,2019-04-08,1104
24,815255,560,195,521,5,11,20,14,62,0,50658,58669,"arabic","Tunisia",27,0,0,13,0,0,2019-04-18,424
25,15053739,2617,2136,516,415,10,101,13,26,0,82866,102569,"arabic","Russia",10,0,0,6,0,0,2019-04-05,548
26,200454,1667,376,510,51,7,14,158,15,0,31816,68795,"arabic","Libya",78,0,0,32,0,0,2019-04-16,959
27,594313,3071,410,501,8,95,55,9,149,0,70422,116464,"arabic","Location hidden",48,0,0,23,0,0,2019-04-25,1131
28,1780387,21342,2795,490,1314,6,7,1082,6,0,0,0,"arabic","UK",28,0,0,20,0,0,2019-04-10,1338
29,1780387,8042,1209,474,545,98,81,13,17,0,128530,155553,"arabic","UK",16,0,0,11,0,0,2019-04-10,1338
30,969989,623,130,467,4,19,212,53,23,0,0,0,"arabic","Tunisia",29,0,0,17,0,0,2019-03-31,456
31,1729894,3564,181,462,14,17,19,78,365,0,0,0,"arabic","Qatar",27,0,0,8,0,0,2019-04-29,428
32,7497242,860,330,460,4,7,40,8,188,0,0,0,"arabic","Palestine",31,0,0,13,0,0,2019-04-08,568
33,173284,465,56,438,8,1,10,0,0,0,12335,24675,"arabic","Libya",11,0,0,7,0,0,2019-04-08,989
34,768823,8097,582,422,152,7,107,3,6,0,265649,315898,"arabic","Tunisia",9,0,0,5,0,0,2019-04-05,890
35,212185,8040,251,416,434,50,527,12,14,0,500013,509314,"arabic","Libya",3,0,0,2,0,0,2019-04-27,290
36,1105597,730,233,411,22,27,75,2,17,0,0,0,"arabic","Tunisia",30,0,0,14,0,0,2019-04-10,675
37,326667,5393,1188,409,18,128,623,114,99,0,0,0,"arabic","Libya",21,0,0,9,0,0,2019-04-06,903
38,431658,1364,532,401,15,6,64,153,30,0,32774,71553,"arabic","Libya",77,0,0,32,0,0,2019-04-16,1052
39,1325797,5571,1349,393,158,24,280,28,47,0,436157,443488,"arabic","Jordan",5,0,0,4,0,0,2019-04-30,3
40,1747151,9046,1668,389,638,128,183,35,23,0,110493,134295,"arabic","UK",25,0,0,12,0,0,2019-04-04,1338
41,574808,3392,905,384,26,27,492,8,11,0,104040,137149,"arabic","Location hidden",29,0,0,12,0,0,2019-04-10,1131
42,265544,1943,222,376,112,3,6,0,1,0,17696,43039,"arabic","Libya",9,0,0,1,0,0,2019-04-03,1169
43,444265,4843,2868,373,116,47,824,278,104,0,65370,89277,"arabic","Libya",8,0,0,5,0,0,2019-04-16,460
44,13263356,2329,781,369,164,3,35,13,8,0,66984,81560,"arabic","Qatar",14,0,0,4,1,0,2019-04-12,1252
45,812343,275,138,369,10,9,5,2,45,0,46327,48447,"arabic","Tunisia",22,0,0,8,0,0,2019-04-09,424
46,494456,5835,613,357,145,21,211,9,15,0,183132,195731,"arabic","Libya",11,0,0,5,0,0,2019-04-20,1279
47,211853,1351,114,350,31,0,5,2,0,0,15935,31625,"arabic","Libya",3,0,0,1,0,0,2019-04-18,1083
48,185941,697,67,347,19,7,11,4,2,0,33874,48959,"arabic","Tunisia",49,0,0,18,0,0,2019-04-11,764
49,496387,1104,272,347,18,6,34,57,89,0,42652,55667,"arabic","Libya",9,0,0,6,0,0,2019-04-23,1279
50,12183915,3779,368,339,124,29,381,11,21,0,0,0,"arabic","UAE",27,0,4,14,0,0,2019-04-12,572
51,NA,2496,628,338,175,6,48,10,2,0,0,0,"arabic","Location hidden",98,0,0,43,0,0,2019-04-05,1251
52,1747151,7891,1232,337,763,185,95,20,16,0,100276,117390,"arabic","UK",14,0,0,6,0,0,2019-04-04,1338
53,2677113,1708,130,336,44,2,21,0,1,0,0,0,"arabic","Egypt",25,0,0,13,0,0,2019-04-11,1200
54,175491,9033,1017,335,522,19,45,0,0,0,0,0,"arabic","Libya",8,0,0,1,0,0,2019-04-03,967
55,120052,174,23,332,10,9,2,1,3,0,0,0,"arabic","Tunisia",11,0,0,4,0,0,2019-04-14,466
56,235343,970,90,331,85,2,7,0,0,0,0,0,"arabic","Egypt",115,1,0,62,0,0,2019-04-19,1249
57,4952782,1084,198,319,4,15,8,14,179,0,0,0,"arabic","Location hidden",40,0,0,21,0,0,2019-04-18,112
58,1285360,5027,563,308,184,14,44,17,4,0,165280,174740,"arabic","Jordan",11,0,0,4,0,0,2019-04-09,3
59,NA,675,146,306,4,4,28,3,25,0,16118,48529,"arabic","Libya",27,0,0,9,0,0,2019-04-11,1364
60,NA,2507,863,302,185,13,159,0,4,0,95498,119750,"arabic","Location hidden",57,0,0,21,0,0,2019-03-31,1251
61,499688,1188,413,300,23,14,19,37,7,0,0,0,"arabic","Libya",105,0,4,32,0,0,2019-04-13,1189
62,144122,6692,408,297,121,40,21,232,10,0,133593,157099,"arabic","Turkey",4,0,0,2,0,0,2019-04-09,1218
63,7037691,1510,126,293,100,2,4,1,1,0,0,0,"arabic","Egypt",25,0,0,16,0,0,2019-04-05,258
64,560076,1602,174,293,6,34,119,2,12,0,28106,42953,"arabic","Location hidden",105,0,0,47,0,0,2019-04-07,1131
65,529187,4255,320,288,142,16,43,2,6,0,43713,72019,"arabic","Libya",7,0,0,2,0,0,2019-04-03,1160
66,152131,2638,1129,288,83,12,314,21,28,0,46383,91241,"arabic","Libya",9,0,0,6,0,0,2019-04-10,1218
67,12181433,2877,170,287,216,12,65,0,4,0,0,0,"arabic","UAE",25,0,1,11,0,0,2019-04-05,572
68,1850,570,212,285,23,4,25,2,0,0,19889,55716,"arabic","Libya",19,1,0,9,0,0,2019-04-11,1017
69,671211,3304,431,283,178,7,38,3,2,0,45478,85831,"arabic","Location hidden",18,0,0,12,0,0,2019-04-19,1131
70,1747151,5704,777,283,262,44,60,9,7,0,113210,154493,"arabic","UK",19,0,0,8,0,0,2019-04-04,1338
71,NA,9780,1144,281,337,33,277,4,2,0,0,0,"arabic","Libya",63,2,0,23,0,0,2019-04-24,1295
72,127707,5896,1028,275,26,134,11,332,11,0,0,0,"arabic","Libya",11,0,0,7,0,0,2019-04-06,1218
73,523934,2978,1080,275,28,23,53,305,114,0,65756,80257,"arabic","Location hidden",29,0,0,16,0,0,2019-04-16,1332
74,136650,2788,403,273,154,4,61,2,0,0,44336,74990,"arabic","Turkey",8,0,0,4,0,0,2019-04-28,1272
75,4946833,789,133,269,6,10,2,18,81,0,0,0,"arabic","Location hidden",30,0,0,17,0,0,2019-04-16,112
76,2676652,1074,142,260,48,1,34,0,0,0,0,0,"arabic","Egypt",29,0,0,14,0,0,2019-04-03,1200
77,NA,4369,794,260,217,75,47,13,16,0,0,0,"arabic","Libya",24,0,0,5,0,0,2019-04-03,1271
78,582553,2148,318,258,14,31,451,4,22,0,0,0,"arabic","Location hidden",32,0,0,18,0,0,2019-04-15,1131
79,1271856,2694,221,254,62,14,92,9,7,0,177404,180746,"arabic","Jordan",6,0,0,3,0,0,2019-04-06,3
80,140032,1411,109,248,38,18,8,0,0,0,22779,38949,"arabic","Turkey",17,0,0,9,0,0,2019-04-30,1272
81,12181433,2602,313,244,166,4,114,0,6,0,0,0,"arabic","UAE",19,0,1,7,0,0,2019-04-05,572
82,2676657,1882,99,242,67,2,9,0,1,0,0,0,"arabic","Egypt",30,0,2,12,0,0,2019-04-05,1200
83,579036,1450,207,239,2,56,25,3,59,0,33945,51543,"arabic","Libya",24,1,0,9,0,0,2019-04-25,681
84,NA,4304,203,239,156,11,13,2,1,0,33776,59322,"arabic","Libya",14,0,0,7,0,0,2019-04-04,1297
85,12073705,3862,280,236,134,30,82,37,23,0,0,0,"arabic","Location hidden",20,0,0,9,0,0,2019-04-04,1104
86,127659,439,113,236,2,0,132,2,1,0,17656,34206,"arabic","Libya",6,0,0,3,0,0,2019-04-10,1191
87,13245507,1716,380,235,102,7,50,11,4,0,117679,124411,"arabic","Qatar",17,0,0,9,0,0,2019-04-04,1252
88,6550762,501,82,234,23,8,47,1,9,0,0,0,"arabic","Tunisia",19,0,0,9,0,0,2019-04-08,455
89,1777175,18048,5165,232,425,183,1511,54,227,0,0,0,"arabic","UK",7,0,0,6,0,0,2019-04-09,1338
90,2931578,488,58,231,18,0,2,3,4,0,0,0,"arabic","Qatar",109,0,0,44,0,0,2019-04-07,841
91,629135,3815,227,230,23,5,1455,10,5,0,0,0,"arabic","Libya",13,0,0,7,0,0,2019-04-09,1463
92,310914,1077,153,229,24,21,8,5,11,0,0,0,"arabic","UK",107,0,0,48,0,0,2019-04-30,1298
93,2683202,241,179,227,34,1,5,14,7,0,10817,21432,"arabic","Location hidden",37,0,0,20,1,0,2019-04-17,1282
94,381010,714,68,225,15,3,4,2,30,0,0,0,"arabic","Location hidden",10,0,0,5,1,0,2019-04-09,1038
95,2280507,2517,938,224,36,14,208,74,19,0,62887,73227,"arabic","Libya",13,1,0,8,1,0,2019-04-16,1220
96,10856732,2427,322,220,113,5,143,0,5,0,0,0,"arabic","Egypt",26,0,0,11,0,0,2019-04-05,952
97,492631,703,58,220,21,5,26,0,0,0,0,0,"arabic","Libya",14,1,0,9,0,0,2019-04-18,1279
98,2280525,1823,380,219,38,5,95,1,10,0,0,0,"arabic","Libya",28,0,0,13,0,0,2019-04-30,1220
99,13248891,1569,508,216,129,6,35,11,10,0,75839,81466,"arabic","Qatar",7,0,0,3,0,0,2019-04-06,1252
100,974486,316,23,213,8,0,7,0,1,0,29394,33025,"arabic","Tunisia",8,0,0,2,0,0,2019-04-06,1257
101,543409,2759,1696,213,351,15,61,8,18,0,33902,57849,"arabic","Location hidden",11,0,0,6,0,0,2019-04-03,1131
102,102837,3228,493,212,63,16,20,12,56,0,0,0,"arabic","Netherlands",44,0,0,18,0,0,2019-04-25,262
103,7584520,1600,174,211,9,13,13,93,259,0,229176,232558,"arabic","Qatar",18,0,0,10,0,0,2019-04-29,1204
104,15053808,1656,1606,210,150,11,197,16,46,0,84421,89437,"arabic","Russia",6,0,0,2,0,0,2019-04-06,548
105,13275950,2762,217,203,160,5,92,2,1,0,0,0,"arabic","Qatar",32,0,0,19,1,0,2019-04-15,1252
106,929176,327,34,201,31,0,2,1,0,0,19665,24433,"arabic","Tunisia",15,0,0,7,0,0,2019-04-08,1407
107,3894336,435,170,199,3,7,93,1,24,0,0,0,"arabic","Egypt",29,0,1,11,0,0,2019-04-28,834
108,152131,5802,886,198,15,83,6,362,15,0,0,0,"arabic","Libya",7,0,0,4,0,0,2019-04-10,1218
109,292099,8851,878,197,169,42,225,47,15,0,0,0,"arabic","Libya",66,1,0,19,0,0,2019-04-11,1295
110,NA,1223,185,194,45,3,30,1,4,0,31612,43223,"arabic","Libya",5,0,0,1,0,0,2019-04-25,911
111,2676994,1296,120,192,62,7,2,0,0,0,0,0,"arabic","Egypt",29,0,0,16,0,0,2019-04-13,1200
112,6116385,1490,182,189,5,59,101,5,35,0,0,0,"arabic","Iran",27,0,0,11,0,0,2019-04-07,68
113,NA,809,100,188,21,0,2,14,1,0,13642,22635,"arabic","Libya",17,0,0,13,0,0,2019-04-25,911
114,156480,587,100,187,8,12,8,52,34,0,0,0,"arabic","Location hidden",103,0,0,36,1,0,2019-04-06,313
115,133492,3665,656,187,8,93,7,224,12,0,0,0,"arabic","Turkey",16,0,0,10,0,0,2019-04-07,1218
116,322435,4539,2766,186,60,167,87,470,318,0,0,0,"arabic","Libya",36,0,0,19,0,0,2019-04-13,828
117,7272,109,3,186,8,0,6,0,0,0,0,0,"arabic","Tunisia",39,4,1,17,0,0,2019-04-05,1095
118,574852,1998,1274,185,23,18,409,13,85,0,37225,53033,"arabic","Location hidden",29,3,0,13,0,0,2019-04-16,1131
119,185477,4921,837,182,8,238,5,430,44,0,0,0,"arabic","Turkey",7,0,0,2,0,0,2019-04-15,1218
120,1768264,17312,2356,181,1061,147,794,50,23,0,0,0,"arabic","UK",20,0,0,10,0,0,2019-04-07,1338
121,NA,1142,108,181,64,5,3,1,0,0,11576,22304,"arabic","Turkey",11,0,0,8,0,0,2019-04-10,1272
122,574808,2207,180,179,55,8,11,4,3,0,40174,47775,"arabic","Location hidden",26,0,0,6,0,0,2019-04-11,1131
123,13421833,5136,443,178,169,17,274,29,18,0,384105,387932,"arabic","Location hidden",12,0,0,6,0,0,2019-04-26,850
124,124974,2284,764,178,329,6,15,3,1,0,24278,34922,"arabic","Turkey",14,0,0,8,0,0,2019-04-20,1272
125,1558410,778,268,177,37,4,21,1,6,0,22284,27495,"arabic","Location hidden",8,0,0,3,0,0,2019-04-14,381
126,2676970,1134,103,176,44,1,1,1,0,0,0,0,"arabic","Egypt",25,0,0,11,0,0,2019-04-19,1200
127,1233589,568,51,176,29,0,12,3,2,0,0,0,"arabic","Tunisia",20,0,0,13,0,0,2019-04-07,159
128,544566,2573,979,175,423,19,30,7,11,0,24910,35189,"arabic","Location hidden",11,0,0,6,0,0,2019-04-04,1131
129,2676657,867,83,174,40,0,2,0,0,0,0,0,"arabic","Egypt",32,0,2,14,0,0,2019-04-04,1200
130,NA,582,159,173,10,23,1,4,37,0,0,0,"arabic","Algeria",108,0,0,44,0,0,2019-04-04,906
131,671211,2144,517,172,34,26,251,2,42,0,41233,57465,"arabic","Location hidden",51,1,0,27,0,0,2019-04-04,1131
132,12077966,780,123,172,8,11,6,34,168,0,0,0,"arabic","Location hidden",42,0,0,21,0,0,2019-04-08,1104
133,3366490,2396,976,171,45,9,37,68,89,0,0,0,"arabic","France",24,0,0,10,0,0,2019-04-07,1422
134,586254,2283,2533,171,232,13,111,5,15,0,27444,37129,"arabic","Location hidden",11,0,0,6,0,0,2019-04-21,1131
135,185214,820,164,171,4,13,204,39,0,0,21364,28659,"arabic","Libya",6,0,0,3,0,0,2019-04-20,1218
136,NA,2130,456,169,103,4,78,7,4,0,0,0,"arabic","Not available",84,0,0,31,0,0,2019-04-05,1251
137,7496799,668,106,168,4,11,3,33,112,0,0,0,"arabic","Palestine",21,0,0,10,0,0,2019-04-28,568
138,71535,1483,186,167,53,14,10,3,2,0,20724,33772,"arabic","Libya",17,2,0,9,1,0,2019-04-18,1213
139,671211,1823,317,166,12,5,12,153,72,0,30154,42872,"arabic","Location hidden",35,0,0,23,0,0,2019-04-30,1131
140,NA,1497,391,165,78,3,7,30,3,0,0,0,"arabic","Libya",92,0,2,29,0,0,2019-04-18,1055
141,221173,365,104,164,37,3,1,0,0,0,0,0,"arabic","Egypt",115,1,0,62,0,0,2019-04-19,983
142,1390387,2103,193,163,35,4,8,100,15,0,0,0,"arabic","Not available",61,0,1,24,0,0,2019-04-06,1063
143,2676964,1089,81,162,48,0,2,0,1,0,0,0,"arabic","Egypt",28,0,1,16,0,0,2019-04-09,1200
144,138964,1696,204,161,85,6,14,1,2,0,29305,52717,"arabic","Libya",21,0,0,10,0,0,2019-04-16,923
145,19109,312,29,160,17,1,2,1,0,0,0,0,"arabic","Tunisia",47,2,0,18,1,0,2019-04-04,1307
146,NA,1278,325,160,7,44,12,32,6,0,0,0,"arabic","Malta",118,2,0,109,0,0,2019-04-22,1312
147,517675,1675,266,160,5,52,9,65,6,0,49802,61019,"arabic","Location hidden",4,0,0,3,0,0,2019-04-11,1332
148,15053864,1211,828,159,143,5,36,3,9,0,28436,35544,"arabic","Russia",10,0,0,6,0,0,2019-04-07,548
149,544566,3504,172,159,135,6,15,0,1,0,0,0,"arabic","Location hidden",31,0,0,18,0,0,2019-04-04,1131
150,NA,1998,280,159,98,5,52,1,7,0,26622,40340,"arabic","Libya",12,0,0,8,0,0,2019-04-25,809
151,449815,5466,439,158,94,5,98,1,14,0,0,0,"arabic","Libya",20,0,0,16,0,0,2019-04-27,1406
152,671211,1719,163,158,39,10,13,21,7,0,20991,31049,"arabic","Location hidden",1,0,0,1,0,0,2019-04-06,1131
153,NA,7652,1002,158,18,47,321,80,25,0,0,0,"arabic","Libya",30,0,0,13,0,0,2019-04-16,809
154,561427,4064,1106,158,81,21,310,8,31,0,163154,173153,"arabic","Libya",10,1,0,5,0,0,2019-04-09,1160
155,120296,788,160,156,12,7,16,3,26,0,13581,28681,"arabic","Libya",73,0,0,22,0,0,2019-04-27,1006
156,1385799,5863,487,156,132,16,50,33,9,0,0,0,"arabic","Egypt",106,2,1,51,0,0,2019-04-25,760
157,546514,2840,138,155,19,10,15,43,61,0,0,0,"arabic","Qatar",38,0,0,17,0,0,2019-04-16,949
158,2677156,929,60,155,24,2,1,0,0,0,0,0,"arabic","Egypt",28,0,0,18,0,0,2019-04-30,1200
159,2676671,754,46,152,28,3,0,0,0,0,0,0,"arabic","Egypt",29,0,1,10,0,0,2019-04-06,1200
160,416887,144,78,152,1,5,85,0,0,0,0,0,"arabic","Tunisia",29,0,0,20,0,0,2019-04-05,842
161,1537936,811,126,152,49,7,32,4,1,0,15439,19269,"arabic","Location hidden",10,0,0,5,0,0,2019-04-06,381
162,NA,1233,102,152,86,0,9,1,1,0,16225,33721,"arabic","Turkey",16,0,0,11,0,0,2019-04-10,1272
163,NA,358,25,151,19,0,0,0,0,0,0,0,"arabic","Tunisia",104,3,0,43,0,0,2019-04-20,314
164,572639,2615,1757,151,353,10,78,11,28,0,28969,45145,"arabic","Location hidden",11,0,0,6,0,0,2019-04-10,1131
165,NA,353,219,151,88,3,4,2,5,0,5326,19593,"arabic","Egypt",6,0,1,0,0,0,2019-04-18,1286
166,128550,1541,303,150,0,22,2,215,109,0,0,0,"arabic","Turkey",13,0,0,7,0,0,2019-04-22,1272
167,671211,2466,214,150,97,13,9,1,1,0,28071,40459,"arabic","Location hidden",15,0,0,7,0,0,2019-04-10,1131
168,NA,2892,692,149,113,12,154,3,5,0,0,0,"arabic","Location hidden",96,0,0,29,0,0,2019-04-02,1251
169,560076,3063,1893,148,482,20,90,15,34,0,33363,57476,"arabic","Location hidden",11,0,0,6,0,0,2019-04-07,1131
170,4888188,564,105,147,7,25,14,9,53,0,0,0,"arabic","Tunisia",14,0,0,8,0,0,2019-04-13,448
171,1586164,2991,144,147,25,5,47,2,6,0,0,0,"arabic","Turkey",22,0,0,12,0,0,2019-04-16,1208
172,4973544,1762,928,147,16,13,95,8,106,0,0,0,"arabic","Location hidden",21,0,0,9,0,0,2019-04-26,112
173,637589,53,8,146,0,7,2,2,9,0,0,0,"arabic","Tunisia",25,0,0,13,0,0,2019-04-12,127
174,3881758,653,62,145,36,3,16,0,1,0,0,0,"arabic","Egypt",22,0,0,11,0,0,2019-04-05,834
175,44352,563,70,144,27,3,0,33,10,0,0,0,"arabic","Sudan",112,0,2,50,0,0,2019-04-28,825
176,182268,4131,1452,143,12,84,4,1075,51,0,0,0,"arabic","Turkey",33,0,0,10,0,0,2019-04-19,1218
177,195048,1495,83,143,46,4,20,1,1,0,33004,44225,"arabic","Location hidden",19,0,0,7,0,0,2019-04-05,774
178,218755,1562,178,143,37,3,23,0,1,0,30837,49166,"arabic","Tunisia",9,0,0,4,0,0,2019-04-19,774
179,5457832,191,32,142,1,11,14,0,5,0,0,0,"arabic","Egypt",28,0,0,17,0,0,2019-04-07,83
180,119483,1276,557,142,203,4,10,2,3,0,14848,25029,"arabic","Turkey",14,0,0,8,0,0,2019-04-18,1272
181,NA,906,317,142,2,14,0,83,2,0,0,0,"arabic","Libya",45,0,0,17,0,0,2019-04-27,1271
182,191362,5896,321,141,97,9,22,2,0,0,45913,70232,"arabic","Libya",32,0,0,18,0,0,2019-04-24,1301
183,23178727,817,259,140,9,8,31,13,80,0,36921,39647,"arabic","Qatar",10,0,0,7,0,0,2019-04-16,58
184,591522,2592,2932,140,282,17,167,11,26,0,26996,40494,"arabic","Location hidden",11,0,0,6,0,0,2019-04-23,1131
185,412037,1406,198,139,35,7,55,3,2,0,69039,89925,"arabic","Libya",13,1,0,6,0,0,2019-04-06,1381
186,175311,243,57,139,5,4,3,0,0,0,0,0,"arabic","Tunisia",16,0,0,7,0,0,2019-04-23,1230
187,NA,3541,339,139,99,10,58,1,0,0,0,0,"arabic","Turkey",9,1,0,5,0,0,2019-04-23,1312
188,1386186,837,142,138,30,1,1,65,7,0,14900,17697,"arabic","Egypt",107,0,0,41,0,0,2019-04-14,760
189,1274671,727,2750,138,144,13,150,12,18,0,13519,28575,"arabic","Jordan",10,0,0,6,0,0,2019-04-25,389
190,NA,2684,502,138,146,5,14,64,3,0,0,0,"arabic","Not available",99,0,0,41,0,0,2019-04-30,1251
191,366637,3388,546,138,86,4,9,390,13,0,0,0,"arabic","Libya",115,0,0,44,0,0,2019-04-06,1210
192,2676994,366,33,136,4,2,0,4,34,0,0,0,"arabic","Egypt",26,0,2,12,0,0,2019-04-13,1200
193,4922428,575,480,136,2,3,49,8,180,0,0,0,"arabic","Location hidden",29,0,0,13,0,0,2019-04-08,112
194,NA,1782,182,136,73,5,13,2,0,0,21229,38188,"arabic","Libya",24,1,0,16,0,0,2019-04-20,1006
195,499688,627,271,136,11,6,12,2,3,0,0,0,"arabic","Libya",105,0,4,32,0,0,2019-04-13,1189
196,NA,516,57,135,21,5,1,2,1,0,7476,23600,"arabic","Libya",22,0,0,14,0,0,2019-04-23,1001
197,12181705,2225,134,135,110,6,36,2,4,0,0,0,"arabic","UAE",8,0,0,5,0,0,2019-04-08,572
198,563863,2933,1882,134,390,15,91,6,36,0,28537,45518,"arabic","Location hidden",11,0,0,6,0,0,2019-04-08,1131
199,569845,3206,761,134,29,17,312,2,75,0,74718,87831,"arabic","Location hidden",35,1,0,13,0,0,2019-04-09,1131
200,2677112,1040,82,132,34,3,1,27,0,0,0,0,"arabic","Egypt",28,0,0,16,0,0,2019-04-10,1200
201,499115,1461,2337,132,245,14,134,9,23,0,20870,48693,"arabic","Libya",6,0,0,4,0,0,2019-04-28,1279
202,NA,2225,255,132,56,6,59,1,1,0,0,0,"arabic","Libya",16,0,0,8,0,0,2019-04-22,809
203,190905,536,167,131,5,8,47,0,14,0,0,0,"arabic","Algeria",12,0,0,4,0,0,2019-04-06,29
204,574808,2339,1119,131,287,17,62,3,14,0,26167,44422,"arabic","Location hidden",11,0,0,6,0,0,2019-04-11,1131
205,390105,1887,90,131,300,19,3,0,0,0,0,0,"arabic","Egypt",12,0,0,5,0,0,2019-04-04,229
206,580352,1200,128,130,3,8,2,52,66,0,19801,26582,"arabic","Location hidden",26,0,0,16,0,0,2019-04-14,1131
207,594313,2236,154,130,20,6,207,1,2,0,0,0,"arabic","Location hidden",29,0,0,18,0,0,2019-04-25,1131
208,361372,3748,527,130,755,50,173,0,0,0,0,0,"arabic","Libya",7,0,0,4,0,0,2019-03-31,1210
209,595591,2619,121,129,25,15,34,2,10,0,0,0,"arabic","Location hidden",53,0,1,24,0,1,2019-04-27,1131
210,579133,2608,2635,128,292,22,147,9,31,0,33655,62800,"arabic","Location hidden",11,0,0,6,0,0,2019-04-13,1131
211,1532649,856,82,128,24,4,18,1,0,0,29752,47379,"arabic","Location hidden",13,0,0,6,0,0,2019-04-05,381
212,380293,1769,543,127,8,34,1,369,3,0,0,0,"arabic","Libya",27,0,0,20,0,0,2019-04-10,1210
213,156159,3965,1912,127,10,16,5,785,14,0,0,0,"arabic","Libya",39,2,0,19,1,0,2019-04-26,1372
214,488744,1552,142,127,36,1,44,2,0,0,0,0,"arabic","Libya",19,0,0,10,0,0,2019-04-13,1279
215,127100,945,403,127,5,7,76,6,46,0,20954,31613,"arabic","Turkey",14,0,0,9,0,0,2019-04-21,1272
216,580352,1874,1962,126,177,16,124,10,26,0,25654,43901,"arabic","Location hidden",11,0,0,6,0,0,2019-04-14,1131
217,496091,4285,1313,126,11,24,5,1096,73,0,0,0,"arabic","Location hidden",11,0,0,4,0,0,2019-04-06,1332
218,177205,373,109,125,14,0,4,0,2,0,14499,17808,"arabic","Libya",7,0,0,1,0,0,2019-04-23,989
219,788053,7508,1123,125,65,26,428,1,1,0,0,0,"arabic","Location hidden",27,0,0,8,0,0,2019-04-23,890
220,17851,195,56,125,18,4,2,0,9,0,0,0,"arabic","Algeria",109,0,0,51,0,0,2019-04-04,708
221,380638,832,496,124,8,3,126,26,40,0,20792,29715,"arabic","Libya",14,1,0,9,1,0,2019-04-16,1245
222,125215,1388,772,124,4,8,18,270,3,0,0,0,"arabic","Libya",125,0,0,120,0,0,2019-04-10,1173
223,13281143,590,245,124,57,4,15,6,13,0,25253,28997,"arabic","Qatar",25,0,0,10,0,0,2019-04-19,1252
224,708940,1022,74,124,7,2,348,2,0,0,0,0,"arabic","Jordan",14,0,0,8,0,0,2019-04-09,1436
225,4922428,1723,148,123,82,2,25,1,3,0,0,0,"arabic","Location hidden",31,0,0,13,0,0,2019-04-08,112
226,23182727,1019,225,123,10,4,55,6,85,0,99657,101277,"arabic","Qatar",19,0,0,11,0,0,2019-04-18,58
227,9071824,2272,134,123,90,9,64,0,15,0,0,0,"arabic","Algeria",15,0,0,10,0,0,2019-04-18,351
