"post_id","Page.Likes.at.Posting","Likes","Comments","Shares","Love","Wow","Haha","Sad","Angry","Thankful","Post.Views","Total.Views","language","plurality","unigrams_total","gna_unigrams","lna_unigrams","bigrams_total","gna_bigrams","lna_bigrams","post_date","page_id"
12269,123466,1,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",35,0,0,22,0,0,2019-04-05,1386
12270,242850,2,0,0,0,0,0,0,0,0,0,0,"arabic","Syria",13,0,0,7,0,0,2019-04-05,1088
12271,98777,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",17,0,0,10,0,0,2019-04-05,1439
12272,34300,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",17,0,0,10,0,0,2019-04-05,1024
12273,603333,1,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",17,0,0,10,0,0,2019-04-05,754
12274,65119,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",56,0,0,30,0,0,2019-04-05,1451
12275,1296452,11,0,0,0,0,0,0,0,0,0,0,"arabic","Morocco",56,0,0,25,0,0,2019-04-05,421
12276,175978,0,0,0,0,0,0,0,0,0,0,0,"arabic","Sweden",29,0,0,15,0,0,2019-04-05,471
12277,468955,2,0,0,0,0,1,0,0,0,0,0,"arabic","Egypt",43,0,0,19,0,0,2019-04-02,938
12278,4814,2,0,0,0,0,0,0,0,0,0,0,"arabic","Not available",15,0,0,7,0,0,2019-04-07,1110
12279,951353,304,45,0,1,0,8,0,0,0,0,0,"arabic","Location hidden",27,0,0,14,0,0,2019-04-07,818
12280,139440,0,0,0,0,0,0,0,0,0,0,0,"arabic","US",28,0,0,6,0,0,2019-04-07,1397
12281,1975833,81,3,0,0,0,0,1,0,0,0,0,"arabic","Russia",35,0,0,18,0,0,2019-04-07,578
12282,251893,1,0,0,0,0,0,0,0,0,0,0,"arabic","Kuwait",37,0,0,24,0,0,2019-04-07,827
12283,231113,21,1,0,0,0,0,0,0,0,0,0,"arabic","Libya",103,2,0,44,0,0,2019-04-07,574
12284,24744,2,1,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",13,1,0,7,0,0,2019-04-07,1444
12285,142209,211,2,0,0,3,1,0,0,0,0,0,"arabic","Egypt",24,0,0,11,0,0,2019-04-07,1474
12286,291998,1,0,0,0,0,0,0,0,0,0,0,"arabic","Turkey",35,0,0,16,0,0,2019-04-07,884
12287,1245825,66,11,0,0,2,3,0,2,0,0,0,"arabic","Egypt",12,0,0,3,0,0,2019-04-16,996
12288,10799,12,0,0,0,0,1,0,0,0,0,0,"arabic","Libya",91,1,0,47,0,0,2019-04-16,804
12289,471174,18,8,0,0,0,1,2,0,0,0,0,"arabic","Canada",40,0,0,19,0,0,2019-04-16,938
12290,675908,20,0,0,0,0,0,0,0,0,0,0,"arabic","Switzerland",38,0,0,15,0,0,2019-04-29,1370
12291,142674,6,0,0,0,0,0,0,0,0,0,0,"arabic","Sudan",30,0,0,14,0,0,2019-04-16,968
12292,5043,2,0,0,0,0,0,0,0,0,0,0,"arabic","Not available",30,0,0,10,0,0,2019-04-16,1110
12293,1879,124,3,0,0,0,4,1,0,0,0,0,"arabic","Turkey",11,0,0,4,0,0,2019-04-29,1085
12294,207895,86,16,0,0,2,5,1,0,0,0,0,"arabic","Egypt",98,1,2,36,0,2,2019-04-16,386
12295,19005,0,0,0,0,0,0,0,0,0,0,0,"arabic","Israel",29,0,0,13,0,0,2019-04-29,1420
12296,166232,1,0,0,0,1,0,0,0,0,0,0,"arabic","Tunisia",30,0,0,13,0,0,2019-04-29,1396
12297,207085,71,53,0,1,0,21,0,1,0,0,0,"arabic","Egypt",101,2,1,33,0,1,2019-04-08,386
12298,146430,2,0,0,0,0,0,0,0,0,0,0,"arabic","Iraq",105,0,0,40,0,0,2019-04-08,311
12299,1246194,60,1,0,0,0,1,0,0,0,0,0,"arabic","Egypt",12,0,0,8,0,0,2019-04-08,996
12300,481732,2,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",28,0,0,13,0,0,2019-04-08,241
12301,123455,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",32,0,0,17,0,0,2019-04-08,1386
12302,481732,1,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",31,0,0,18,0,0,2019-04-08,241
12303,469233,5,0,0,0,0,0,0,0,0,0,0,"arabic","Canada",44,0,0,19,0,0,2019-04-08,938
12304,291999,3,0,0,0,0,0,0,0,0,0,0,"arabic","Turkey",124,0,0,43,0,0,2019-04-08,884
12305,676433,36,0,0,0,0,0,0,0,0,0,0,"arabic","Turkey",35,0,0,24,0,0,2019-04-08,699
12306,19429717,88,9,0,0,0,0,0,0,0,0,0,"arabic","UAE",28,0,0,13,0,0,2019-04-08,763
12307,2294409,15,1,0,0,0,0,0,0,0,0,0,"arabic","China",70,0,0,30,0,0,2019-04-07,190
12308,170824,108,1,0,1,0,0,0,0,0,0,0,"arabic","Libya",112,1,4,45,0,0,2019-04-24,1466
12309,NA,1,0,0,0,1,0,0,0,0,0,0,"arabic","Switzerland",86,0,0,48,0,0,2019-04-24,276
12310,NA,330,4,0,0,0,0,0,0,0,0,0,"arabic","Libya",113,1,4,47,0,0,2019-04-24,1186
12311,133381,277,1,0,1,0,2,0,0,0,0,0,"arabic","Libya",118,1,4,57,0,0,2019-04-24,1478
12312,208979,64,2,0,0,0,0,0,0,0,0,0,"arabic","Egypt",119,1,4,57,0,0,2019-04-24,386
12313,776690,20,3,0,0,0,3,0,0,0,0,0,"arabic","Location hidden",30,0,0,11,0,0,2019-04-17,912
12314,166320,2,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",30,0,0,11,0,0,2019-04-17,1396
12315,166124,9,0,0,0,0,0,0,0,0,0,0,"arabic","Libya",210,7,0,94,2,0,2019-04-17,1311
12316,165968,12,0,0,0,0,0,0,0,0,0,0,"arabic","Libya",196,0,0,79,0,0,2019-04-26,1311
12317,28989,33,3,0,0,0,0,0,0,0,0,0,"arabic","Libya",103,0,0,45,0,0,2019-04-26,1457
12318,674493,15,0,0,0,0,0,0,0,0,0,0,"arabic","Switzerland",42,0,0,19,0,0,2019-04-26,1370
12319,166124,9,0,0,0,0,0,0,0,0,0,0,"arabic","Libya",154,0,0,58,0,0,2019-04-17,1311
12320,10806,11,1,0,0,0,0,0,0,0,0,0,"arabic","Libya",83,0,0,30,0,0,2019-04-17,804
12321,508154,59,2,0,0,1,0,0,0,0,0,0,"arabic","Tunisia",18,0,0,9,0,0,2019-04-25,39
12322,218176,43,2,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",18,0,0,9,0,0,2019-04-25,40
12323,123437,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",39,0,0,20,0,0,2019-04-17,1386
12324,669523,17,0,0,0,0,0,0,0,0,0,0,"arabic","Switzerland",40,0,0,21,0,0,2019-04-17,1370
12325,1245715,32,12,0,1,0,1,0,0,0,0,0,"arabic","Egypt",15,0,0,4,0,0,2019-04-17,996
12326,202231,40,10,0,0,0,0,2,0,0,0,0,"arabic","Tunisia",14,0,0,6,0,0,2019-04-16,1277
12327,75536,1,1,0,0,0,0,0,0,0,0,0,"arabic","US",33,0,0,16,0,0,2019-04-18,1037
12328,217487,64,1,0,1,0,0,0,0,0,0,0,"arabic","Tunisia",17,0,1,4,0,0,2019-04-18,40
12329,128634,254,10,0,0,0,5,0,0,0,0,0,"arabic","Libya",108,2,0,48,0,0,2019-04-18,1478
12330,139386,2,0,0,0,0,0,0,0,0,0,0,"arabic","US",33,0,0,12,0,0,2019-04-18,1397
12331,2151581,12,2,0,0,0,0,0,0,0,0,0,"arabic","Lebanon",43,1,2,18,0,0,2019-04-18,673
12332,626047,12,1,0,0,0,0,0,0,0,0,0,"arabic","Lebanon",43,1,2,18,0,0,2019-04-18,531
12333,1080468,4,0,0,0,0,0,1,0,0,0,0,"arabic","Lebanon",43,1,2,18,0,0,2019-04-18,799
12334,402808,4,0,0,0,0,0,0,0,0,0,0,"arabic","Jordan",24,0,0,14,0,0,2019-04-18,1127
12335,NA,88,7,0,1,2,0,0,0,0,0,0,"arabic","Tunisia",52,0,0,29,0,0,2019-04-18,742
12336,6114855,49,1,0,0,0,2,0,0,0,0,0,"arabic","Iran",20,0,0,12,0,0,2019-04-18,68
12337,175577,1,0,0,0,0,0,0,0,0,0,0,"arabic","Sweden",12,0,0,5,0,0,2019-04-30,471
12338,77836,13,1,0,0,0,0,0,0,0,0,0,"arabic","Libya",30,0,0,15,0,0,2019-04-30,1477
12339,157871,273,60,0,0,0,16,0,4,0,0,0,"arabic","Libya",107,0,5,42,0,0,2019-04-30,1253
12340,11204,8,0,0,0,0,0,0,0,0,0,0,"arabic","Libya",108,1,0,51,0,0,2019-04-23,804
12341,67621,2,0,0,0,0,0,0,0,0,0,0,"arabic","France",27,0,2,16,0,0,2019-04-10,1369
12342,341442,2,0,0,0,0,0,0,1,0,0,0,"arabic","Egypt",25,0,0,13,0,0,2019-04-10,953
12343,981750,82,6,0,0,0,2,0,0,0,0,0,"arabic","Location hidden",49,0,0,22,0,0,2019-04-10,788
12344,1976757,27,1,0,0,0,1,0,0,0,0,0,"arabic","Russia",45,0,0,19,0,0,2019-04-10,578
12345,673127,107,44,0,1,2,7,0,0,0,0,0,"arabic","Switzerland",43,0,0,20,0,0,2019-04-23,1370
12346,4928800,144,14,0,1,0,0,1,4,0,0,0,"arabic","Location hidden",26,0,0,14,0,0,2019-04-10,112
12347,172572,82,2,0,0,0,0,0,0,0,0,0,"arabic","Turkey",28,0,0,15,0,0,2019-04-22,1467
12348,2083125,47,0,0,0,0,0,0,0,0,0,0,"arabic","Qatar",37,0,0,16,0,0,2019-04-10,864
12349,NA,2,0,0,0,0,0,0,0,0,0,0,"arabic","Turkey",28,0,0,15,0,0,2019-04-22,1071
12350,154834,3,0,0,0,0,0,0,0,0,0,0,"arabic","Turkey",47,0,0,19,0,0,2019-04-22,897
12351,219468,64,3,0,0,1,0,6,0,0,0,0,"arabic","France",29,0,0,15,0,0,2019-04-10,1409
12352,508194,20,3,0,0,0,8,0,0,0,0,0,"arabic","Tunisia",9,0,0,5,0,0,2019-04-22,39
12353,664331,108,10,0,1,0,3,0,0,0,0,0,"arabic","Switzerland",43,0,0,22,0,0,2019-04-10,1370
12354,796457,7,0,0,0,0,0,0,0,0,0,0,"arabic","Yemen",20,0,0,12,0,0,2019-04-10,1120
12355,245493,1,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",22,0,0,11,0,0,2019-04-10,694
12356,6115863,156,3,0,2,0,6,0,0,0,0,0,"arabic","Iran",103,0,0,40,0,0,2019-04-10,68
12357,664331,79,3,0,0,0,1,0,0,0,0,0,"arabic","Switzerland",41,0,0,14,0,0,2019-04-10,1370
12358,123385,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",31,0,0,14,0,0,2019-04-29,1386
12359,2870429,2,1,0,0,0,0,0,0,0,0,0,"arabic","Morocco",24,0,0,8,0,0,2019-04-29,479
12360,2837412,14,10,0,0,0,0,0,0,0,0,0,"arabic","Iran",31,0,0,21,0,0,2019-04-09,1265
12361,832259,34,3,0,0,0,0,0,0,0,3873,3873,"arabic","Location hidden",15,0,0,6,0,0,2019-04-29,852
12362,207493,44,2,0,0,0,2,0,0,0,0,0,"arabic","Egypt",22,0,1,10,0,1,2019-04-09,386
12363,316162,23,0,0,1,0,0,0,0,0,0,0,"arabic","Libya",40,0,0,20,0,0,2019-04-03,375
12364,468930,1,1,0,0,0,0,0,0,0,0,0,"arabic","Canada",43,0,0,20,0,0,2019-04-03,938
12365,1246184,65,1,0,1,0,2,0,0,0,0,0,"arabic","Egypt",10,0,0,3,0,0,2019-04-09,996
12366,373182,1,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,1154
12367,10570,12,0,0,1,1,0,0,0,0,0,0,"arabic","Libya",65,0,0,30,0,0,2019-04-09,804
12368,27982,36,1,0,0,0,0,0,0,0,0,0,"arabic","Libya",68,0,0,33,0,0,2019-04-09,1457
12369,166366,5,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,1,13,0,0,2019-04-09,1396
12370,663566,26,1,0,0,0,1,0,0,0,0,0,"arabic","Switzerland",47,0,0,30,0,0,2019-04-09,1370
12371,62814,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,411
12372,60128,2,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,688
12373,89806,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,803
12374,112410,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,1430
12375,180666,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,44
12376,125860,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,1424
12377,125750,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,1079
12378,146187,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,1349
12379,206693,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,298
12380,187911,0,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,674
12381,1124494,6,2,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-09,693
12382,129421,5,0,0,0,0,0,0,0,0,0,0,"arabic","Morocco",29,0,0,11,0,0,2019-04-09,8
12383,469401,1,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",46,0,0,31,0,0,2019-04-09,938
12384,952737,254,4,0,0,0,3,0,0,0,0,0,"arabic","Location hidden",27,0,0,7,0,0,2019-04-09,818
12385,113315,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",118,0,0,58,0,0,2019-04-09,985
12386,5865431,11,1,0,0,0,0,0,0,0,0,0,"arabic","Palestine",99,0,0,51,0,0,2019-04-09,566
12387,124512,0,0,0,0,0,0,0,0,0,0,0,"arabic","Location hidden",14,0,0,4,0,0,2019-04-04,826
12388,2075,1,0,0,0,0,0,0,0,0,0,0,"arabic","Morocco",24,0,0,13,0,0,2019-04-04,238
12389,135640,21,2,0,0,0,0,0,0,0,0,0,"arabic","Libya",112,0,0,43,0,0,2019-04-25,1473
12390,140923,335,13,0,1,0,10,0,0,0,0,0,"arabic","Libya",101,1,1,46,0,0,2019-04-25,1253
12391,218840,146,3,0,1,0,0,0,0,0,0,0,"arabic","Qatar",58,0,0,32,0,0,2019-04-25,862
12392,218840,156,2,0,2,0,0,0,0,0,0,0,"arabic","Qatar",52,0,0,22,0,0,2019-04-25,862
12393,255681,1,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",29,0,0,10,0,0,2019-04-25,785
12394,251656,2,0,0,0,0,0,0,0,0,0,0,"arabic","Kuwait",9,0,0,6,0,0,2019-04-25,827
12395,508180,23,1,0,0,0,0,0,0,0,0,0,"arabic","Location hidden",18,0,0,9,0,0,2019-04-24,39
12396,218138,28,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",18,0,0,9,0,0,2019-04-24,40
12397,99439,14,0,0,1,0,0,0,0,0,0,0,"arabic","Tunisia",18,0,0,9,0,0,2019-04-24,41
12398,217586,21,1,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",17,0,1,4,0,0,2019-04-19,40
12399,99120,10,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",17,0,1,4,0,0,2019-04-19,41
12400,507676,40,2,0,0,0,0,0,0,0,0,0,"arabic","Location hidden",17,0,1,4,0,0,2019-04-19,39
12401,1484221,3,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",26,0,0,11,0,0,2019-04-18,1375
12402,197263,522,54,0,0,1,32,0,1,0,0,0,"arabic","Libya",110,3,0,40,0,0,2019-04-22,1092
12403,123429,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",30,0,0,11,0,0,2019-04-22,1386
12404,197263,866,98,0,6,2,50,0,0,0,0,0,"arabic","Libya",105,0,1,44,0,0,2019-04-22,1092
12405,99166,27,0,0,0,0,7,0,0,0,0,0,"arabic","Tunisia",9,0,0,5,0,0,2019-04-22,41
12406,146615,18,0,0,0,0,0,0,0,0,0,0,"arabic","UAE",32,0,0,21,0,0,2019-04-20,52
12407,251747,8,0,0,0,0,0,0,0,0,0,0,"arabic","Kuwait",28,0,0,14,0,0,2019-04-20,827
12408,NA,0,0,0,0,0,0,0,0,0,0,0,"arabic","Brazil",120,1,0,49,0,0,2019-04-20,837
12409,1900844,446,6,0,2,1,3,0,2,0,0,0,"arabic","UAE",61,0,0,22,0,0,2019-04-21,1323
12410,2280627,126,7,0,3,0,1,0,0,0,0,0,"arabic","Libya",40,0,0,16,0,0,2019-04-21,1220
12411,123437,0,0,0,0,0,0,0,0,0,0,0,"arabic","US",1,0,0,1,0,0,2019-04-19,1386
12412,28676,82,6,0,2,1,1,0,0,0,0,0,"arabic","Libya",117,0,0,56,0,0,2019-04-21,1457
12413,133524,7,0,0,0,2,0,0,0,0,0,0,"arabic","Tunisia",27,0,0,13,0,0,2019-04-21,859
12414,218390,53,1,0,0,0,0,0,0,0,0,0,"arabic","Qatar",20,0,0,9,0,0,2019-04-20,862
12415,218390,44,2,0,0,0,0,0,0,0,0,0,"arabic","Qatar",43,0,0,23,0,0,2019-04-20,862
12416,955414,137,16,0,0,0,1,0,1,0,0,0,"arabic","Location hidden",23,0,0,13,0,0,2019-04-27,818
12417,143810,5,0,0,0,0,0,0,0,0,0,0,"arabic","UAE",122,0,0,51,0,0,2019-04-27,463
12418,955414,347,31,0,3,0,2,0,1,0,0,0,"arabic","Location hidden",32,0,0,17,0,0,2019-04-27,818
12419,99353,26,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",18,0,0,12,0,0,2019-04-27,41
12420,218290,54,1,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",18,0,0,12,0,0,2019-04-27,40
12421,536332,720,143,0,9,2,57,0,0,0,0,0,"arabic","Location hidden",8,0,0,3,0,0,2019-04-27,1332
12422,7239,75,0,0,0,0,1,0,0,0,250,33167,"arabic","Location hidden",16,0,0,11,0,0,2019-04-27,957
12423,136440,288,3,0,1,2,0,0,0,0,0,0,"arabic","Libya",87,0,2,28,0,0,2019-04-27,1478
12424,99353,17,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",19,0,0,10,0,0,2019-04-27,41
12425,123404,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",40,0,1,28,0,0,2019-04-26,1386
12426,3229,54,0,0,0,0,0,0,0,0,0,0,"arabic","Libya",96,1,0,34,0,0,2019-04-28,1187
12427,8743,35,0,0,0,0,0,0,0,0,133,8599,"arabic","Location hidden",21,0,0,13,0,0,2019-04-28,957
12428,218413,105,8,0,2,0,0,0,0,0,0,0,"arabic","Tunisia",23,0,4,14,0,0,2019-04-28,40
12429,536920,914,242,0,10,1,56,0,4,0,0,0,"arabic","Location hidden",8,0,0,3,0,0,2019-04-28,1332
12430,99348,21,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",16,0,0,8,0,0,2019-04-28,41
12431,128508,259,1,0,4,0,0,0,0,0,0,0,"arabic","Libya",22,0,0,8,0,0,2019-04-28,1191
12432,955485,43,0,0,0,0,0,0,0,0,0,0,"arabic","Location hidden",28,0,0,17,0,0,2019-04-28,818
12433,123100,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",17,0,0,9,0,0,2019-04-08,868
12434,486373,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",14,0,0,6,0,0,2019-04-08,971
12435,216425,71,0,0,1,0,1,0,0,0,0,0,"arabic","Tunisia",22,0,0,14,0,0,2019-04-08,40
12436,98761,40,0,0,1,0,0,0,0,0,0,0,"arabic","Tunisia",22,0,0,14,0,0,2019-04-08,41
12437,98761,14,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",18,0,0,9,0,0,2019-04-08,41
12438,302245,133,13,0,0,1,10,0,1,0,0,0,"arabic","UK",16,0,1,12,0,0,2019-04-08,813
12439,172200,91,1,0,1,0,0,0,0,0,0,0,"arabic","Libya",33,1,0,13,0,0,2019-04-12,1466
12440,NA,38,1,0,1,0,0,0,0,0,0,0,"arabic","Libya",13,0,0,5,0,0,2019-04-12,148
12441,1246227,143,12,0,3,1,2,0,0,0,0,0,"arabic","Egypt",12,0,0,5,0,0,2019-04-12,996
12442,153203,2,0,0,0,0,0,0,0,0,0,0,"arabic","Lebanon",15,0,0,7,0,0,2019-04-12,76
12443,117141,1,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",15,0,0,6,0,0,2019-04-12,985
12444,233870,3,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",26,0,0,10,0,0,2019-04-12,844
12445,117141,10,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",135,0,0,86,0,0,2019-04-12,985
12446,982259,93,1,0,0,0,0,0,0,0,0,0,"arabic","Location hidden",76,0,0,45,0,0,2019-04-14,788
12447,2266,46,0,0,0,0,0,0,0,0,0,0,"arabic","Libya",10,0,0,2,0,0,2019-04-14,1187
12448,982259,89,3,0,1,0,0,0,0,0,0,0,"arabic","Location hidden",70,2,0,42,0,0,2019-04-14,788
12449,128326,424,20,0,5,1,2,0,0,0,0,0,"arabic","Libya",12,0,0,3,0,0,2019-04-14,1478
12450,545560,207,2,0,0,1,0,0,0,0,0,0,"arabic","Lebanon",15,0,0,12,0,0,2019-04-14,60
12451,135663,68,1,0,0,0,0,0,0,0,0,0,"arabic","Libya",104,2,0,46,0,0,2019-04-14,1473
12452,954241,93,18,0,0,1,3,0,0,0,0,0,"arabic","Location hidden",28,0,2,16,0,0,2019-04-14,818
12453,954241,187,34,0,1,1,4,0,0,0,0,0,"arabic","Location hidden",32,0,0,20,0,0,2019-04-14,818
12454,954241,157,16,0,1,0,0,0,0,0,0,0,"arabic","Location hidden",29,0,0,15,0,0,2019-04-14,818
12455,234216,7,1,0,0,0,0,0,0,0,0,0,"arabic","Egypt",29,0,0,16,0,0,2019-04-13,844
12456,1246300,177,2,0,0,0,0,0,0,0,0,0,"arabic","Egypt",14,0,0,8,0,0,2019-04-05,996
12457,2698168,75,10,0,1,0,0,0,0,0,0,0,"arabic","UAE",21,0,0,14,0,0,2019-04-05,955
12458,214227,78,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",19,0,0,10,0,0,2019-04-05,40
12459,98615,27,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",19,0,0,10,0,0,2019-04-05,41
12460,280291,12,0,0,1,0,0,0,0,0,0,0,"arabic","Egypt",10,0,0,7,0,0,2019-04-05,998
12461,1139992,2,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",22,0,0,12,0,0,2019-04-05,71
12462,29801,7,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",28,0,1,15,0,0,2019-04-05,475
12463,1139992,2,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",27,0,1,12,0,0,2019-04-05,71
12464,232754,10,1,0,2,0,0,0,0,0,0,0,"arabic","Egypt",27,0,1,12,0,0,2019-04-05,844
12465,67542,128,0,0,1,0,0,0,0,0,0,0,"arabic","Libya",11,0,0,3,0,0,2019-04-15,806
12466,1273636,877,37,0,10,0,9,0,0,0,0,0,"arabic","Jordan",13,0,0,5,0,0,2019-04-15,389
12467,610381,944,17,0,4,3,2,0,0,0,0,0,"arabic","Egypt",15,0,0,7,0,0,2019-04-15,380
12468,1808,9,0,0,0,0,0,0,0,0,54,35568,"arabic","Location hidden",18,0,0,10,0,0,2019-04-15,957
12469,668224,31,2,0,0,0,0,0,0,0,0,0,"arabic","Switzerland",52,0,0,36,0,0,2019-04-15,1370
12470,145123,184,2,0,0,0,0,0,0,0,0,0,"arabic","Egypt",26,0,0,18,0,0,2019-04-15,1474
12471,982280,141,1,0,1,0,0,0,0,0,0,0,"arabic","Location hidden",71,0,0,39,0,0,2019-04-15,788
12472,56172,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",30,0,2,16,0,0,2019-04-15,98
12473,56172,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",30,0,2,16,0,0,2019-04-15,98
12474,158867,1,0,0,0,0,0,0,0,0,110,110,"arabic","UAE",11,0,1,6,0,0,2019-04-07,1122
12475,1542125,400,11,0,6,2,1,0,7,0,0,0,"arabic","Location hidden",16,0,0,9,0,0,2019-04-07,381
12476,18281,0,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",25,0,0,11,0,0,2019-04-07,905
12477,98682,50,0,0,0,0,0,0,0,0,0,0,"arabic","Tunisia",18,0,0,9,0,0,2019-04-07,41
12478,216064,62,0,0,0,0,3,0,0,0,0,0,"arabic","Tunisia",18,0,0,9,0,0,2019-04-07,40
12479,233161,5,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",30,0,3,15,0,1,2019-04-06,844
12480,607449,210,4,0,2,0,2,0,0,0,0,0,"arabic","Egypt",12,0,0,4,0,0,2019-04-07,380
12481,349689,0,0,0,0,0,0,0,0,0,0,0,"arabic","Turkey",16,0,0,11,0,0,2019-04-06,7
12482,607449,140,0,0,1,0,0,0,0,0,0,0,"arabic","Egypt",14,0,0,6,0,0,2019-04-07,380
12483,607449,169,1,0,1,0,0,0,0,0,0,0,"arabic","Egypt",16,0,0,4,0,0,2019-04-07,380
12484,607449,193,4,0,1,0,1,0,0,0,0,0,"arabic","Egypt",24,0,0,15,0,0,2019-04-07,380
12485,607449,194,5,0,0,1,1,0,0,0,0,0,"arabic","Egypt",16,0,0,8,0,0,2019-04-07,380
12486,499356,492,28,0,8,0,10,1,0,0,0,0,"arabic","Location hidden",6,0,0,4,0,0,2019-04-07,1332
12487,123461,0,0,0,0,0,0,0,0,0,0,0,"arabic","US",31,0,0,14,0,0,2019-04-06,1386
12488,951353,61,6,0,0,0,0,0,0,0,0,0,"arabic","Location hidden",37,0,0,17,0,0,2019-04-07,818
12489,280546,18,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",20,0,0,9,0,0,2019-04-06,998
12490,349689,0,0,0,0,0,0,0,0,0,0,0,"arabic","Turkey",11,0,0,5,0,0,2019-04-06,7
12491,175105,169,10,0,1,0,2,9,0,0,0,0,"arabic","Libya",15,0,0,10,0,0,2019-04-06,880
12492,NA,21,1,0,1,0,0,0,0,0,0,0,"arabic","Libya",23,0,0,12,0,0,2019-04-06,1130
12493,NA,27,0,0,1,0,0,0,0,0,0,0,"arabic","Libya",32,0,0,13,0,0,2019-04-06,1130
12494,1139739,2,0,0,0,0,0,0,0,0,0,0,"arabic","Egypt",28,0,0,15,0,0,2019-04-13,71
12495,175105,74,1,0,0,0,0,0,0,0,0,0,"arabic","Libya",9,0,0,5,0,0,2019-04-06,880
12496,2210,101,1,0,2,0,0,0,0,0,0,0,"arabic","Libya",24,0,0,12,0,0,2019-04-13,1187
12497,1139739,2,1,0,0,0,0,0,1,0,0,0,"arabic","Egypt",30,0,2,13,0,0,2019-04-13,71
12498,127500,486,13,0,7,1,3,0,0,0,0,0,"arabic","Libya",24,0,0,12,0,0,2019-04-13,1478
12499,137069,59,2,0,0,0,0,0,0,0,0,0,"arabic","Libya",61,0,0,40,0,0,2019-04-13,1335
12500,137069,63,0,0,0,0,0,0,0,0,0,0,"arabic","Libya",51,1,0,25,0,0,2019-04-13,1335
12501,NA,243,7,0,0,1,5,0,0,0,0,0,"arabic","Libya",12,0,0,5,0,0,2019-04-13,1186
